Rpm,Vibration,Temperature,Pressure,Condition,Reason
6340,58,65,32,Good,All parameters are within optimal ranges
8596,565,63,33,Good,All parameters are within optimal ranges
5690,489,72,35,Good,All parameters are within optimal ranges
7995,344,87,28,Good,All parameters are within optimal ranges
7489,360,29,31,Good,All parameters are within optimal ranges
9395,550,12,32,Good,All parameters are within optimal ranges
5922,782,37,28,Good,All parameters are within optimal ranges
6769,162,62,32,Good,All parameters are within optimal ranges
8195,100,89,30,Good,All parameters are within optimal ranges
6778,284,29,36,Bad,High pressure
5346,967,22,29,Good,All parameters are within optimal ranges
7665,931,41,28,Good,All parameters are within optimal ranges
9924,686,24,32,Good,All parameters are within optimal ranges
8750,792,81,29,Good,All parameters are within optimal ranges
8621,695,11,35,Good,All parameters are within optimal ranges
8561,76,49,35,Good,All parameters are within optimal ranges
8112,404,37,29,Good,All parameters are within optimal ranges
5258,4,85,34,Good,All parameters are within optimal ranges
6676,79,23,35,Good,All parameters are within optimal ranges
9798,574,88,32,Good,All parameters are within optimal ranges
6295,721,56,29,Good,All parameters are within optimal ranges
5552,107,9,31,Good,All parameters are within optimal ranges
6525,327,20,29,Good,All parameters are within optimal ranges
7153,120,76,30,Good,All parameters are within optimal ranges
8144,545,64,31,Good,All parameters are within optimal ranges
6698,528,58,28,Good,All parameters are within optimal ranges
8984,168,31,28,Good,All parameters are within optimal ranges
6368,489,66,30,Good,All parameters are within optimal ranges
7844,135,40,34,Good,All parameters are within optimal ranges
6578,303,44,31,Good,All parameters are within optimal ranges
9896,788,73,31,Good,All parameters are within optimal ranges
5065,591,41,30,Good,All parameters are within optimal ranges
5474,41,59,30,Good,All parameters are within optimal ranges
6409,947,76,33,Good,All parameters are within optimal ranges
5986,146,10,31,Good,All parameters are within optimal ranges
5695,965,81,34,Good,All parameters are within optimal ranges
5007,876,62,31,Good,All parameters are within optimal ranges
7746,475,19,36,Bad,High pressure
6693,168,21,29,Good,All parameters are within optimal ranges
8507,707,11,36,Bad,High pressure
8551,372,48,35,Good,All parameters are within optimal ranges
5098,945,28,32,Good,All parameters are within optimal ranges
7618,219,7,30,Good,All parameters are within optimal ranges
8585,278,8,30,Good,All parameters are within optimal ranges
6292,171,75,34,Good,All parameters are within optimal ranges
5364,633,56,35,Good,All parameters are within optimal ranges
9198,119,78,28,Good,All parameters are within optimal ranges
5917,996,8,30,Good,All parameters are within optimal ranges
7775,548,40,35,Good,All parameters are within optimal ranges
9016,824,86,36,Bad,High pressure
8526,58,63,32,Good,All parameters are within optimal ranges
7516,246,38,29,Good,All parameters are within optimal ranges
5560,578,86,35,Good,All parameters are within optimal ranges
9581,935,74,28,Good,All parameters are within optimal ranges
8878,206,75,31,Good,All parameters are within optimal ranges
6053,934,75,35,Good,All parameters are within optimal ranges
8709,133,57,30,Good,All parameters are within optimal ranges
5484,558,34,34,Good,All parameters are within optimal ranges
5915,325,88,31,Good,All parameters are within optimal ranges
8577,780,35,33,Good,All parameters are within optimal ranges
7220,563,65,30,Good,All parameters are within optimal ranges
8809,286,71,28,Good,All parameters are within optimal ranges
8992,22,59,31,Good,All parameters are within optimal ranges
9288,347,26,35,Good,All parameters are within optimal ranges
5324,840,75,35,Good,All parameters are within optimal ranges
6522,282,23,32,Good,All parameters are within optimal ranges
5416,278,74,35,Good,All parameters are within optimal ranges
6587,544,22,30,Good,All parameters are within optimal ranges
7126,453,63,29,Good,All parameters are within optimal ranges
6621,490,73,36,Bad,High pressure
6593,649,47,28,Good,All parameters are within optimal ranges
8384,439,31,30,Good,All parameters are within optimal ranges
7843,773,82,32,Good,All parameters are within optimal ranges
9223,752,66,33,Good,All parameters are within optimal ranges
5131,25,59,33,Good,All parameters are within optimal ranges
9621,347,19,29,Good,All parameters are within optimal ranges
9473,472,66,29,Good,All parameters are within optimal ranges
5255,883,55,32,Good,All parameters are within optimal ranges
6473,410,14,29,Good,All parameters are within optimal ranges
6810,84,76,34,Good,All parameters are within optimal ranges
6063,523,75,31,Good,All parameters are within optimal ranges
7769,237,57,31,Good,All parameters are within optimal ranges
9392,999,77,34,Good,All parameters are within optimal ranges
8934,100,73,35,Good,All parameters are within optimal ranges
5981,166,63,31,Good,All parameters are within optimal ranges
5077,615,24,32,Good,All parameters are within optimal ranges
6916,666,11,30,Good,All parameters are within optimal ranges
6381,21,53,33,Good,All parameters are within optimal ranges
7038,939,13,31,Good,All parameters are within optimal ranges
8325,884,76,29,Good,All parameters are within optimal ranges
9934,701,68,34,Good,All parameters are within optimal ranges
6399,726,29,31,Good,All parameters are within optimal ranges
6100,406,9,36,Bad,High pressure
6715,969,65,36,Bad,High pressure
7423,495,46,30,Good,All parameters are within optimal ranges
7264,848,76,35,Good,All parameters are within optimal ranges
6112,340,15,28,Good,All parameters are within optimal ranges
7682,449,85,29,Good,All parameters are within optimal ranges
5899,596,63,31,Good,All parameters are within optimal ranges
6579,168,7,34,Good,All parameters are within optimal ranges
8900,73,12,28,Good,All parameters are within optimal ranges
6406,659,79,28,Good,All parameters are within optimal ranges
9264,94,43,34,Good,All parameters are within optimal ranges
8445,274,60,30,Good,All parameters are within optimal ranges
8874,831,84,32,Good,All parameters are within optimal ranges
5628,471,9,34,Good,All parameters are within optimal ranges
8541,965,41,36,Bad,High pressure
8292,345,52,32,Good,All parameters are within optimal ranges
6125,292,9,28,Good,All parameters are within optimal ranges
8922,540,80,30,Good,All parameters are within optimal ranges
5354,144,87,30,Good,All parameters are within optimal ranges
7046,288,64,29,Good,All parameters are within optimal ranges
5084,517,26,28,Good,All parameters are within optimal ranges
7180,348,68,29,Good,All parameters are within optimal ranges
9382,736,68,33,Good,All parameters are within optimal ranges
8977,595,13,35,Good,All parameters are within optimal ranges
8890,157,20,32,Good,All parameters are within optimal ranges
9090,667,85,31,Good,All parameters are within optimal ranges
8449,616,40,28,Good,All parameters are within optimal ranges
5163,989,59,29,Good,All parameters are within optimal ranges
8863,289,7,36,Bad,High pressure
5103,884,66,36,Bad,High pressure
9156,277,60,30,Good,All parameters are within optimal ranges
6679,693,53,31,Good,All parameters are within optimal ranges
7114,458,50,28,Good,All parameters are within optimal ranges
7327,360,13,33,Good,All parameters are within optimal ranges
7326,179,73,35,Good,All parameters are within optimal ranges
9642,425,50,29,Good,All parameters are within optimal ranges
9740,935,55,34,Good,All parameters are within optimal ranges
6015,472,51,28,Good,All parameters are within optimal ranges
5937,995,69,36,Bad,High pressure
5331,635,82,31,Good,All parameters are within optimal ranges
7136,748,16,36,Bad,High pressure
5962,501,56,28,Good,All parameters are within optimal ranges
9966,704,29,29,Good,All parameters are within optimal ranges
5039,14,43,34,Good,All parameters are within optimal ranges
7790,936,54,35,Good,All parameters are within optimal ranges
7695,827,40,32,Good,All parameters are within optimal ranges
6434,573,64,31,Good,All parameters are within optimal ranges
7768,895,45,29,Good,All parameters are within optimal ranges
7732,206,21,30,Good,All parameters are within optimal ranges
9414,358,68,32,Good,All parameters are within optimal ranges
6048,19,26,34,Good,All parameters are within optimal ranges
6413,599,73,33,Good,All parameters are within optimal ranges
8304,461,20,28,Good,All parameters are within optimal ranges
8781,84,36,32,Good,All parameters are within optimal ranges
9782,869,87,31,Good,All parameters are within optimal ranges
5968,407,79,32,Good,All parameters are within optimal ranges
5958,212,14,36,Bad,High pressure
8390,699,21,33,Good,All parameters are within optimal ranges
5871,353,40,29,Good,All parameters are within optimal ranges
8150,435,75,31,Good,All parameters are within optimal ranges
6333,59,73,36,Bad,High pressure
9562,534,34,31,Good,All parameters are within optimal ranges
9720,970,23,30,Good,All parameters are within optimal ranges
6254,979,28,34,Good,All parameters are within optimal ranges
6862,693,44,33,Good,All parameters are within optimal ranges
5727,207,62,34,Good,All parameters are within optimal ranges
8744,8,46,36,Bad,High pressure
9140,405,15,35,Good,All parameters are within optimal ranges
5390,984,87,32,Good,All parameters are within optimal ranges
9526,226,90,33,Good,All parameters are within optimal ranges
8614,765,7,33,Good,All parameters are within optimal ranges
5070,872,58,28,Good,All parameters are within optimal ranges
6362,271,9,31,Good,All parameters are within optimal ranges
5952,480,83,33,Good,All parameters are within optimal ranges
9831,121,83,30,Good,All parameters are within optimal ranges
8376,60,72,34,Good,All parameters are within optimal ranges
5217,932,61,34,Good,All parameters are within optimal ranges
5832,126,76,36,Bad,High pressure
6063,950,86,28,Good,All parameters are within optimal ranges
9783,974,76,28,Good,All parameters are within optimal ranges
6603,111,60,34,Good,All parameters are within optimal ranges
7842,398,79,30,Good,All parameters are within optimal ranges
9223,228,39,30,Good,All parameters are within optimal ranges
5381,744,7,30,Good,All parameters are within optimal ranges
6735,122,25,35,Good,All parameters are within optimal ranges
6301,11,78,30,Good,All parameters are within optimal ranges
6743,879,49,36,Bad,High pressure
8100,272,27,29,Good,All parameters are within optimal ranges
5865,676,65,35,Good,All parameters are within optimal ranges
6871,400,41,35,Good,All parameters are within optimal ranges
8755,722,25,32,Good,All parameters are within optimal ranges
5332,101,75,34,Good,All parameters are within optimal ranges
9554,232,17,29,Good,All parameters are within optimal ranges
9138,640,24,28,Good,All parameters are within optimal ranges
5081,204,86,28,Good,All parameters are within optimal ranges
5266,106,89,29,Good,All parameters are within optimal ranges
9073,869,35,33,Good,All parameters are within optimal ranges
8368,660,75,28,Good,All parameters are within optimal ranges
5937,224,80,31,Good,All parameters are within optimal ranges
5924,298,47,31,Good,All parameters are within optimal ranges
6224,170,57,32,Good,All parameters are within optimal ranges
6873,40,48,29,Good,All parameters are within optimal ranges
8420,984,85,35,Good,All parameters are within optimal ranges
9020,65,24,29,Good,All parameters are within optimal ranges
7909,277,7,28,Good,All parameters are within optimal ranges
6969,414,9,28,Good,All parameters are within optimal ranges
5927,694,20,28,Good,All parameters are within optimal ranges
5378,790,44,35,Good,All parameters are within optimal ranges
9035,137,87,31,Good,All parameters are within optimal ranges
7534,323,14,30,Good,All parameters are within optimal ranges
6610,703,31,28,Good,All parameters are within optimal ranges
6540,463,27,30,Good,All parameters are within optimal ranges
5469,416,68,31,Good,All parameters are within optimal ranges
6123,68,30,30,Good,All parameters are within optimal ranges
9376,797,33,29,Good,All parameters are within optimal ranges
8998,189,8,30,Good,All parameters are within optimal ranges
7762,817,10,32,Good,All parameters are within optimal ranges
8209,33,78,35,Good,All parameters are within optimal ranges
9138,455,35,36,Bad,High pressure
8966,139,86,34,Good,All parameters are within optimal ranges
8836,353,33,28,Good,All parameters are within optimal ranges
6267,588,66,34,Good,All parameters are within optimal ranges
9814,902,14,31,Good,All parameters are within optimal ranges
9930,534,8,32,Good,All parameters are within optimal ranges
9264,138,59,33,Good,All parameters are within optimal ranges
5991,648,27,34,Good,All parameters are within optimal ranges
5009,909,10,34,Good,All parameters are within optimal ranges
8774,579,55,34,Good,All parameters are within optimal ranges
9107,650,74,33,Good,All parameters are within optimal ranges
6164,608,9,33,Good,All parameters are within optimal ranges
8089,853,17,28,Good,All parameters are within optimal ranges
5127,195,41,29,Good,All parameters are within optimal ranges
7264,308,46,30,Good,All parameters are within optimal ranges
6239,490,69,32,Good,All parameters are within optimal ranges
7884,684,44,30,Good,All parameters are within optimal ranges
9321,132,47,29,Good,All parameters are within optimal ranges
8669,806,63,34,Good,All parameters are within optimal ranges
7077,89,40,29,Good,All parameters are within optimal ranges
7686,780,14,33,Good,All parameters are within optimal ranges
8914,234,78,30,Good,All parameters are within optimal ranges
9840,760,36,36,Bad,High pressure
6549,720,87,36,Bad,High pressure
9344,50,89,32,Good,All parameters are within optimal ranges
6467,589,41,29,Good,All parameters are within optimal ranges
7760,532,61,36,Bad,High pressure
6336,155,15,36,Bad,High pressure
8281,389,12,36,Bad,High pressure
9277,578,84,32,Good,All parameters are within optimal ranges
5297,390,49,35,Good,All parameters are within optimal ranges
7137,254,86,28,Good,All parameters are within optimal ranges
8659,851,71,29,Good,All parameters are within optimal ranges
7798,123,79,28,Good,All parameters are within optimal ranges
6017,463,35,33,Good,All parameters are within optimal ranges
8024,76,28,32,Good,All parameters are within optimal ranges
6704,842,8,33,Good,All parameters are within optimal ranges
6367,118,59,29,Good,All parameters are within optimal ranges
5221,537,67,30,Good,All parameters are within optimal ranges
6038,945,90,29,Good,All parameters are within optimal ranges
5222,518,13,28,Good,All parameters are within optimal ranges
5075,316,14,35,Good,All parameters are within optimal ranges
8154,786,59,31,Good,All parameters are within optimal ranges
7285,101,69,32,Good,All parameters are within optimal ranges
7485,437,46,34,Good,All parameters are within optimal ranges
7709,934,29,34,Good,All parameters are within optimal ranges
5129,99,89,34,Good,All parameters are within optimal ranges
8427,198,57,28,Good,All parameters are within optimal ranges
6198,158,37,32,Good,All parameters are within optimal ranges
6934,143,61,29,Good,All parameters are within optimal ranges
7581,454,71,34,Good,All parameters are within optimal ranges
9072,443,89,32,Good,All parameters are within optimal ranges
6795,616,48,36,Bad,High pressure
9287,361,78,30,Good,All parameters are within optimal ranges
6611,644,59,33,Good,All parameters are within optimal ranges
8778,333,77,29,Good,All parameters are within optimal ranges
8457,43,33,34,Good,All parameters are within optimal ranges
5858,395,31,35,Good,All parameters are within optimal ranges
5209,849,86,31,Good,All parameters are within optimal ranges
9441,557,70,28,Good,All parameters are within optimal ranges
5186,462,20,32,Good,All parameters are within optimal ranges
6767,628,87,31,Good,All parameters are within optimal ranges
8257,390,41,35,Good,All parameters are within optimal ranges
7109,738,76,32,Good,All parameters are within optimal ranges
6694,510,76,30,Good,All parameters are within optimal ranges
8527,839,13,30,Good,All parameters are within optimal ranges
7150,434,88,33,Good,All parameters are within optimal ranges
9194,164,37,35,Good,All parameters are within optimal ranges
5885,367,83,32,Good,All parameters are within optimal ranges
6275,930,29,33,Good,All parameters are within optimal ranges
6100,900,64,32,Good,All parameters are within optimal ranges
9662,156,58,31,Good,All parameters are within optimal ranges
6804,379,81,28,Good,All parameters are within optimal ranges
9957,899,74,35,Good,All parameters are within optimal ranges
6195,392,51,31,Good,All parameters are within optimal ranges
8187,926,55,35,Good,All parameters are within optimal ranges
8125,365,74,29,Good,All parameters are within optimal ranges
7902,576,16,34,Good,All parameters are within optimal ranges
6949,851,21,35,Good,All parameters are within optimal ranges
9831,166,69,34,Good,All parameters are within optimal ranges
5000,899,52,29,Good,All parameters are within optimal ranges
6212,62,67,33,Good,All parameters are within optimal ranges
7770,331,31,34,Good,All parameters are within optimal ranges
5005,389,86,29,Good,All parameters are within optimal ranges
9471,273,74,30,Good,All parameters are within optimal ranges
8413,250,75,32,Good,All parameters are within optimal ranges
9543,140,28,33,Good,All parameters are within optimal ranges
7190,883,16,36,Bad,High pressure
8558,591,50,33,Good,All parameters are within optimal ranges
7848,770,47,29,Good,All parameters are within optimal ranges
5839,183,39,30,Good,All parameters are within optimal ranges
5085,647,13,29,Good,All parameters are within optimal ranges
6207,745,91,33,Bad,High Temperature
6775,83,34,34,Good,All parameters are within optimal ranges
5206,679,73,28,Good,All parameters are within optimal ranges
8115,777,10,35,Good,All parameters are within optimal ranges
7703,751,11,28,Good,All parameters are within optimal ranges
9638,756,74,35,Good,All parameters are within optimal ranges
8935,676,68,33,Good,All parameters are within optimal ranges
8627,311,78,36,Bad,High pressure
9083,323,55,28,Good,All parameters are within optimal ranges
6973,804,84,34,Good,All parameters are within optimal ranges
9480,390,16,34,Good,All parameters are within optimal ranges
6926,833,71,29,Good,All parameters are within optimal ranges
9459,269,70,33,Good,All parameters are within optimal ranges
5129,514,21,30,Good,All parameters are within optimal ranges
8395,47,70,34,Good,All parameters are within optimal ranges
5560,403,67,30,Good,All parameters are within optimal ranges
8104,899,91,34,Bad,High Temperature
5545,438,49,34,Good,All parameters are within optimal ranges
6384,222,37,33,Good,All parameters are within optimal ranges
6533,737,57,34,Good,All parameters are within optimal ranges
9176,720,89,33,Good,All parameters are within optimal ranges
5533,823,72,36,Bad,High pressure
5141,835,68,32,Good,All parameters are within optimal ranges
9033,815,61,33,Good,All parameters are within optimal ranges
8376,588,72,36,Bad,High pressure
9409,263,37,36,Bad,High pressure
9740,140,10,32,Good,All parameters are within optimal ranges
7705,306,69,28,Good,All parameters are within optimal ranges
6091,107,32,28,Good,All parameters are within optimal ranges
6347,185,59,33,Good,All parameters are within optimal ranges
5298,297,70,33,Good,All parameters are within optimal ranges
5331,606,76,30,Good,All parameters are within optimal ranges
6364,629,51,30,Good,All parameters are within optimal ranges
7816,197,12,28,Good,All parameters are within optimal ranges
6091,42,11,35,Good,All parameters are within optimal ranges
9027,69,54,35,Good,All parameters are within optimal ranges
9313,164,44,29,Good,All parameters are within optimal ranges
9936,533,63,30,Good,All parameters are within optimal ranges
9846,720,57,32,Good,All parameters are within optimal ranges
9290,635,60,32,Good,All parameters are within optimal ranges
8106,986,37,33,Good,All parameters are within optimal ranges
8438,308,69,33,Good,All parameters are within optimal ranges
7514,642,43,31,Good,All parameters are within optimal ranges
7669,14,10,36,Bad,High pressure
7177,20,85,28,Good,All parameters are within optimal ranges
8517,63,68,28,Good,All parameters are within optimal ranges
5219,181,56,33,Good,All parameters are within optimal ranges
9118,180,8,31,Good,All parameters are within optimal ranges
5980,124,45,31,Good,All parameters are within optimal ranges
6007,105,75,35,Good,All parameters are within optimal ranges
9478,290,41,34,Good,All parameters are within optimal ranges
6919,310,50,35,Good,All parameters are within optimal ranges
5503,225,43,28,Good,All parameters are within optimal ranges
7481,446,60,31,Good,All parameters are within optimal ranges
6374,916,89,29,Good,All parameters are within optimal ranges
7085,958,18,28,Good,All parameters are within optimal ranges
6795,479,67,34,Good,All parameters are within optimal ranges
6517,460,56,29,Good,All parameters are within optimal ranges
8814,466,16,29,Good,All parameters are within optimal ranges
8979,25,69,28,Good,All parameters are within optimal ranges
7685,285,20,31,Good,All parameters are within optimal ranges
7442,282,45,35,Good,All parameters are within optimal ranges
5636,905,9,35,Good,All parameters are within optimal ranges
7507,605,83,31,Good,All parameters are within optimal ranges
5901,501,91,35,Bad,High Temperature
8591,390,11,33,Good,All parameters are within optimal ranges
7718,104,15,32,Good,All parameters are within optimal ranges
8698,667,63,33,Good,All parameters are within optimal ranges
7559,658,91,35,Bad,High Temperature
6187,177,33,36,Bad,High pressure
6477,924,27,29,Good,All parameters are within optimal ranges
5093,804,43,33,Good,All parameters are within optimal ranges
5061,302,88,29,Good,All parameters are within optimal ranges
5964,224,75,33,Good,All parameters are within optimal ranges
7877,519,24,30,Good,All parameters are within optimal ranges
6916,738,74,29,Good,All parameters are within optimal ranges
9615,160,87,29,Good,All parameters are within optimal ranges
8055,240,29,33,Good,All parameters are within optimal ranges
6837,108,21,35,Good,All parameters are within optimal ranges
8922,661,65,36,Bad,High pressure
5173,125,32,30,Good,All parameters are within optimal ranges
8658,759,89,35,Good,All parameters are within optimal ranges
6694,769,30,32,Good,All parameters are within optimal ranges
9591,759,63,32,Good,All parameters are within optimal ranges
9020,743,40,31,Good,All parameters are within optimal ranges
8722,528,14,33,Good,All parameters are within optimal ranges
6025,524,78,35,Good,All parameters are within optimal ranges
5364,102,10,35,Good,All parameters are within optimal ranges
5814,37,28,30,Good,All parameters are within optimal ranges
9256,583,53,30,Good,All parameters are within optimal ranges
7681,458,49,33,Good,All parameters are within optimal ranges
5765,776,75,36,Bad,High pressure
6346,336,62,33,Good,All parameters are within optimal ranges
5538,978,85,29,Good,All parameters are within optimal ranges
6127,125,62,29,Good,All parameters are within optimal ranges
8924,739,18,34,Good,All parameters are within optimal ranges
8593,466,79,28,Good,All parameters are within optimal ranges
7924,584,27,31,Good,All parameters are within optimal ranges
5140,439,60,32,Good,All parameters are within optimal ranges
5601,960,54,31,Good,All parameters are within optimal ranges
7852,128,78,28,Good,All parameters are within optimal ranges
9317,975,72,32,Good,All parameters are within optimal ranges
5839,562,20,29,Good,All parameters are within optimal ranges
9459,84,74,31,Good,All parameters are within optimal ranges
8840,702,88,35,Good,All parameters are within optimal ranges
7441,740,34,34,Good,All parameters are within optimal ranges
8106,116,33,33,Good,All parameters are within optimal ranges
7551,286,67,33,Good,All parameters are within optimal ranges
5740,736,41,35,Good,All parameters are within optimal ranges
6100,52,10,33,Good,All parameters are within optimal ranges
9786,639,49,33,Good,All parameters are within optimal ranges
8272,738,84,34,Good,All parameters are within optimal ranges
5051,892,88,34,Good,All parameters are within optimal ranges
5138,588,9,33,Good,All parameters are within optimal ranges
8289,909,56,33,Good,All parameters are within optimal ranges
7252,531,63,31,Good,All parameters are within optimal ranges
9971,975,43,29,Good,All parameters are within optimal ranges
5093,488,29,34,Good,All parameters are within optimal ranges
8910,689,22,29,Good,All parameters are within optimal ranges
5412,829,72,34,Good,All parameters are within optimal ranges
9249,521,49,34,Good,All parameters are within optimal ranges
7493,424,52,31,Good,All parameters are within optimal ranges
6180,37,68,35,Good,All parameters are within optimal ranges
8350,336,72,35,Good,All parameters are within optimal ranges
8124,536,18,32,Good,All parameters are within optimal ranges
9207,171,58,36,Bad,High pressure
7822,820,9,30,Good,All parameters are within optimal ranges
7090,748,25,35,Good,All parameters are within optimal ranges
8596,819,34,32,Good,All parameters are within optimal ranges
8092,64,8,33,Good,All parameters are within optimal ranges
8604,476,29,28,Good,All parameters are within optimal ranges
6896,985,53,32,Good,All parameters are within optimal ranges
6336,556,51,33,Good,All parameters are within optimal ranges
7277,214,60,33,Good,All parameters are within optimal ranges
7894,141,90,28,Good,All parameters are within optimal ranges
6086,473,24,32,Good,All parameters are within optimal ranges
7178,475,10,30,Good,All parameters are within optimal ranges
9159,500,69,33,Good,All parameters are within optimal ranges
5002,358,53,32,Good,All parameters are within optimal ranges
9824,133,69,34,Good,All parameters are within optimal ranges
9102,398,54,35,Good,All parameters are within optimal ranges
8277,89,31,30,Good,All parameters are within optimal ranges
8014,45,83,28,Good,All parameters are within optimal ranges
9109,615,48,36,Bad,High pressure
8840,794,42,34,Good,All parameters are within optimal ranges
7067,228,50,33,Good,All parameters are within optimal ranges
7643,569,30,32,Good,All parameters are within optimal ranges
8659,930,67,35,Good,All parameters are within optimal ranges
6822,859,33,33,Good,All parameters are within optimal ranges
9935,712,13,30,Good,All parameters are within optimal ranges
6785,341,15,36,Bad,High pressure
7677,633,45,35,Good,All parameters are within optimal ranges
5198,940,68,31,Good,All parameters are within optimal ranges
7761,32,80,30,Good,All parameters are within optimal ranges
9574,268,57,36,Bad,High pressure
7925,996,40,29,Good,All parameters are within optimal ranges
6467,866,9,33,Good,All parameters are within optimal ranges
7853,392,67,30,Good,All parameters are within optimal ranges
6693,341,11,31,Good,All parameters are within optimal ranges
7059,342,35,33,Good,All parameters are within optimal ranges
7964,964,33,30,Good,All parameters are within optimal ranges
7276,920,35,36,Bad,High pressure
5024,212,87,32,Good,All parameters are within optimal ranges
9817,942,10,29,Good,All parameters are within optimal ranges
9856,696,55,32,Good,All parameters are within optimal ranges
5054,921,15,28,Good,All parameters are within optimal ranges
9865,78,51,34,Good,All parameters are within optimal ranges
9902,258,20,33,Good,All parameters are within optimal ranges
8978,808,35,29,Good,All parameters are within optimal ranges
7742,121,80,30,Good,All parameters are within optimal ranges
9423,652,25,30,Good,All parameters are within optimal ranges
6861,484,31,29,Good,All parameters are within optimal ranges
8043,446,79,35,Good,All parameters are within optimal ranges
5500,428,56,35,Good,All parameters are within optimal ranges
9237,462,11,28,Good,All parameters are within optimal ranges
8747,235,88,34,Good,All parameters are within optimal ranges
7491,758,65,35,Good,All parameters are within optimal ranges
8596,616,79,30,Good,All parameters are within optimal ranges
9068,479,81,33,Good,All parameters are within optimal ranges
7513,614,7,31,Good,All parameters are within optimal ranges
7812,236,37,36,Bad,High pressure
9945,411,56,33,Good,All parameters are within optimal ranges
5709,973,42,28,Good,All parameters are within optimal ranges
8829,396,24,29,Good,All parameters are within optimal ranges
7404,590,18,29,Good,All parameters are within optimal ranges
6535,36,83,30,Good,All parameters are within optimal ranges
7365,966,76,29,Good,All parameters are within optimal ranges
8137,528,74,29,Good,All parameters are within optimal ranges
5822,518,61,29,Good,All parameters are within optimal ranges
7249,794,30,30,Good,All parameters are within optimal ranges
6291,101,82,33,Good,All parameters are within optimal ranges
6372,560,59,31,Good,All parameters are within optimal ranges
7993,215,51,30,Good,All parameters are within optimal ranges
7933,528,9,30,Good,All parameters are within optimal ranges
5868,838,24,28,Good,All parameters are within optimal ranges
6494,366,73,34,Good,All parameters are within optimal ranges
9377,667,26,32,Good,All parameters are within optimal ranges
9006,972,28,30,Good,All parameters are within optimal ranges
5710,532,82,31,Good,All parameters are within optimal ranges
7880,561,68,30,Good,All parameters are within optimal ranges
6603,226,89,28,Good,All parameters are within optimal ranges
6648,635,31,36,Bad,High pressure
6469,875,85,35,Good,All parameters are within optimal ranges
5193,372,53,32,Good,All parameters are within optimal ranges
6008,964,17,31,Good,All parameters are within optimal ranges
5851,865,19,31,Good,All parameters are within optimal ranges
6373,902,73,36,Bad,High pressure
5666,472,50,28,Good,All parameters are within optimal ranges
9945,393,41,35,Good,All parameters are within optimal ranges
8088,956,81,32,Good,All parameters are within optimal ranges
8444,427,9,33,Good,All parameters are within optimal ranges
7828,947,80,34,Good,All parameters are within optimal ranges
7413,907,81,28,Good,All parameters are within optimal ranges
8309,130,48,34,Good,All parameters are within optimal ranges
9282,994,42,35,Good,All parameters are within optimal ranges
7264,146,37,34,Good,All parameters are within optimal ranges
7717,158,61,28,Good,All parameters are within optimal ranges
8157,724,19,32,Good,All parameters are within optimal ranges
6436,219,16,36,Bad,High pressure
8428,977,86,34,Good,All parameters are within optimal ranges
7071,925,90,32,Good,All parameters are within optimal ranges
6357,275,10,29,Good,All parameters are within optimal ranges
8029,225,89,28,Good,All parameters are within optimal ranges
5031,750,24,29,Good,All parameters are within optimal ranges
8853,99,7,30,Good,All parameters are within optimal ranges
6782,870,88,36,Bad,High pressure
8381,131,20,31,Good,All parameters are within optimal ranges
8201,612,48,36,Bad,High pressure
7306,171,23,36,Bad,High pressure
8459,729,32,35,Good,All parameters are within optimal ranges
7289,325,65,29,Good,All parameters are within optimal ranges
5052,261,20,35,Good,All parameters are within optimal ranges
8230,992,53,32,Good,All parameters are within optimal ranges
6499,811,30,31,Good,All parameters are within optimal ranges
8788,925,27,34,Good,All parameters are within optimal ranges
8332,666,90,29,Good,All parameters are within optimal ranges
5963,29,72,36,Bad,High pressure
7573,59,12,33,Good,All parameters are within optimal ranges
8724,743,56,30,Good,All parameters are within optimal ranges
9144,837,13,29,Good,All parameters are within optimal ranges
7432,675,51,33,Good,All parameters are within optimal ranges
8269,244,24,33,Good,All parameters are within optimal ranges
5110,72,87,32,Good,All parameters are within optimal ranges
9113,728,59,32,Good,All parameters are within optimal ranges
5616,291,62,30,Good,All parameters are within optimal ranges
9017,177,22,34,Good,All parameters are within optimal ranges
9667,441,47,31,Good,All parameters are within optimal ranges
5855,239,76,35,Good,All parameters are within optimal ranges
9900,284,68,36,Bad,High pressure
6054,157,35,34,Good,All parameters are within optimal ranges
6175,228,50,29,Good,All parameters are within optimal ranges
9593,985,82,30,Good,All parameters are within optimal ranges
6558,864,64,28,Good,All parameters are within optimal ranges
9066,177,75,31,Good,All parameters are within optimal ranges
7652,305,46,32,Good,All parameters are within optimal ranges
7103,747,59,32,Good,All parameters are within optimal ranges
5863,896,81,32,Good,All parameters are within optimal ranges
9821,467,59,29,Good,All parameters are within optimal ranges
8737,317,52,30,Good,All parameters are within optimal ranges
8919,758,62,34,Good,All parameters are within optimal ranges
9875,496,88,32,Good,All parameters are within optimal ranges
6441,157,30,36,Bad,High pressure
6225,776,20,30,Good,All parameters are within optimal ranges
7182,33,43,28,Good,All parameters are within optimal ranges
7654,810,63,33,Good,All parameters are within optimal ranges
9038,790,48,33,Good,All parameters are within optimal ranges
6813,500,47,33,Good,All parameters are within optimal ranges
9658,834,70,35,Good,All parameters are within optimal ranges
5662,319,28,35,Good,All parameters are within optimal ranges
8716,747,19,32,Good,All parameters are within optimal ranges
9007,138,79,28,Good,All parameters are within optimal ranges
